# ltrace -x '*' -o ltrace.txt -f -S -s 1024 ./squashfs-root/usr/bin/magick identify -define video:pixel-format='canary123' example.mov
4064738 tolower@libc.so.6('M')                                                                                        = 'm'
4064738 tolower@libc.so.6('*')                                                                                        = '*'
4064738 <... LocaleCompare resumed> )                                                                                 = 67
4064738 GetValueFromSplayTree@libMagickCore-7.Q16HDRI.so.10(0x6526bc9b7750, 0x7ffda43a9dc0, 0x7ffda43a9dc0, 0xabacadab <unfinished ...>
4064738 IsEventLogging@libMagickCore-7.Q16HDRI.so.10(0x6526bc9b7750, 0x7ffda43a9dc0, 0xabacadab, 0xabacadab)          = 0
4064738 <... GetValueFromSplayTree resumed> )                                                                         = 0
4064738 RegisterStaticModule@libMagickCore-7.Q16HDRI.so.10(0x7ffda43a9dc0, 0x6526bc9a5350, 0x6526bc9a5350, 0xabacadab <unfinished ...>
4064738 CopyMagickString@libMagickCore-7.Q16HDRI.so.10(0x7ffda43a7c90, 0x7ffda43a9dc0, 4096, 0x7ffda43a9dc0)          = 3
4064738 GetCoderInfo@libMagickCore-7.Q16HDRI.so.10(0x7ffda43a9dc0, 0x6526bc9a5350, 0x6526bc9a5350, 0x7ffda43a7c94 <unfinished ...>
4064738 LockSemaphoreInfo@libMagickCore-7.Q16HDRI.so.10(0x6526bc9a5fc0, 0x6526bc9a5350, 0x6526bc9a5350, 0x7ffda43a7c94 <unfinished ...>
4064738 omp_set_lock@libgomp.so.1(0x6526bc9a5fc0, 0x6526bc9a5350, 0xabacadab, 0x7ffda43a7c94)                         = 0
4064738 <... LockSemaphoreInfo resumed> )                                                                             = 0
4064738 NewSplayTree@libMagickCore-7.Q16HDRI.so.10(0x78e67e643941, 0x78e67e5abebb, 0x78e67e494ec8, 0x7ffda43a7c94 <unfinished ...>
4064738 AcquireCriticalMemory@libMagickCore-7.Q16HDRI.so.10(88, 0x78e67e5abebb, 0x78e67e494ec8, 0x7ffda43a7c94 <unfinished ...>
4064738 AcquireMagickMemory@libMagickCore-7.Q16HDRI.so.10(88, 0x78e67e5abebb, 0x78e67e494ec8, 0x7ffda43a7c94 <unfinished ...>
4064738 malloc@libc.so.6(88)                                                                                          = 0x6526bc9b7850
4064738 <... AcquireMagickMemory resumed> )                                                                           = 0x6526bc9b7850
4064738 <... AcquireCriticalMemory resumed> )                                                                         = 0x6526bc9b7850
4064738 IsEventLogging@libMagickCore-7.Q16HDRI.so.10(0x6526bc9b78a8, 0, 0x78e67e494ec8, 0x6526bc9b78a0)               = 0
4064738 AcquireSemaphoreInfo@libMagickCore-7.Q16HDRI.so.10(0x6526bc9b78a8, 0, 0, 0x6526bc9b78a0 <unfinished ...>
4064738 posix_memalign@libc.so.6(0x7ffda43a7b28, 64, 64, 64)                                                          = 0
4064738 omp_init_lock@libgomp.so.1(0x6526bc9b7900, 0, 64, 0)                                                          = 0x6526bc9b7900
4064738 pthread_self@libc.so.6(0x6526bc9b7900, 0, 64, 0)                                                              = 0x78e67e1bf7c0
4064738 <... AcquireSemaphoreInfo resumed> )                                                                          = 0x6526bc9b7900
4064738 <... NewSplayTree resumed> )                                                                                  = 0x6526bc9b7850
4064738 AcquireMagickMemory@libMagickCore-7.Q16HDRI.so.10(40, 0, 0, 0xabacadab <unfinished ...>
4064738 malloc@libc.so.6(40)                                                                                          = 0x6526bc9a4d50
4064738 <... AcquireMagickMemory resumed> )                                                                           = 0x6526bc9a4d50
4064738 ConstantString@libMagickCore-7.Q16HDRI.so.10(0x78e67e88b8d0, 0, 0x78e67e88b8d7, 0xabacadab <unfinished ...>
4064738 AcquireQuantumMemory@libMagickCore-7.Q16HDRI.so.10(7, 1, 0x78e67e88b8d0, 0xabacadab <unfinished ...>
4064738 GetMaxMemoryRequest@libMagickCore-7.Q16HDRI.so.10(7, 1, 7, 1)                                                 = 0x7fffffffffffffff
4064738 AcquireMagickMemory@libMagickCore-7.Q16HDRI.so.10(7, 1, 0x7fffffffffffffff, 0x7fffffffffffffff <unfinished ...>
4064738 malloc@libc.so.6(7)                                                                                           = 0x6526bc9a4fd0
4064738 <... AcquireMagickMemory resumed> )                                                                           = 0x6526bc9a4fd0
4064738 <... AcquireQuantumMemory resumed> )                                                                          = 0x6526bc9a4fd0
4064738 <... ConstantString resumed> )                                                                                = 0x6526bc9a4fd0
4064738 AddValueToSplayTree@libMagickCore-7.Q16HDRI.so.10(0x6526bc9b7850, 0x6526bc9a4fd0, 0x6526bc9a4d50, 0x6526bc9a4fd0 <unfinished ...>
4064738 LockSemaphoreInfo@libMagickCore-7.Q16HDRI.so.10(0x6526bc9b7900, 0x6526bc9a4fd0, 0x6526bc9a4d50, 0x6526bc9a4fd0 <unfinished ...>
4064738 omp_set_lock@libgomp.so.1(0x6526bc9b7900, 0x6526bc9a4fd0, 0xabacadab, 0x6526bc9a4fd0)                         = 0
4064738 <... LockSemaphoreInfo resumed> )                                                                             = 0
4064738 AcquireMagickMemory@libMagickCore-7.Q16HDRI.so.10(32, 0x6526bc9a4fd0, 0x6526bc9a4fd0, 0x6526bc9a4fd0 <unfinished ...>
4064738 malloc@libc.so.6(32)                                                                                          = 0x6526bc9a4e00
4064738 <... AcquireMagickMemory resumed> )                                                                           = 0x6526bc9a4e00
4064738 UnlockSemaphoreInfo@libMagickCore-7.Q16HDRI.so.10(0x6526bc9b7900, 0x78e67da03b60, 1, 32 <unfinished ...>
4064738 omp_unset_lock@libgomp.so.1(0x6526bc9b7900, 0x78e67da03b60, 0xabacadab, 32)                                   = 1
4064738 <... UnlockSemaphoreInfo resumed> )                                                                           = 1
4064738 <... AddValueToSplayTree resumed> )                                                                           = 1
4064738 AcquireMagickMemory@libMagickCore-7.Q16HDRI.so.10(40, 0x78e67da03b60, 16, 32 <unfinished ...>
4064738 malloc@libc.so.6(40)                                                                                          = 0x6526bc9a4d80
4064738 <... AcquireMagickMemory resumed> )                                                                           = 0x6526bc9a4d80
4064738 ConstantString@libMagickCore-7.Q16HDRI.so.10(0x78e67e88b8dd, 0, 0x78e67e88b8e2, 0xabacadab <unfinished ...>
4064738 AcquireQuantumMemory@libMagickCore-7.Q16HDRI.so.10(5, 1, 0x78e67e88b8dd, 0xabacadab <unfinished ...>
4064738 GetMaxMemoryRequest@libMagickCore-7.Q16HDRI.so.10(5, 1, 5, 1)                                                 = 0x7fffffffffffffff
4064738 AcquireMagickMemory@libMagickCore-7.Q16HDRI.so.10(5, 1, 0x7fffffffffffffff, 0x7fffffffffffffff <unfinished ...>
4064738 malloc@libc.so.6(5)                                                                                           = 0x6526bc9a4ff0
4064738 <... AcquireMagickMemory resumed> )                                                                           = 0x6526bc9a4ff0
4064738 <... AcquireQuantumMemory resumed> )                                                                          = 0x6526bc9a4ff0
4064738 <... ConstantString resumed> )                                                                                = 0x6526bc9a4ff0
4064738 AddValueToSplayTree@libMagickCore-7.Q16HDRI.so.10(0x6526bc9b7850, 0x6526bc9a4ff0, 0x6526bc9a4d80, 0x6526bc9a4ff0 <unfinished ...>
4064738 LockSemaphoreInfo@libMagickCore-7.Q16HDRI.so.10(0x6526bc9b7900, 0x6526bc9a4ff0, 0x6526bc9a4d80, 0x6526bc9a4ff0 <unfinished ...>
4064738 omp_set_lock@libgomp.so.1(0x6526bc9b7900, 0x6526bc9a4ff0, 0xabacadab, 0x6526bc9a4ff0)                         = 0
4064738 <... LockSemaphoreInfo resumed> )                                                                             = 0
4064738 CompareSplayTreeString@libMagickCore-7.Q16HDRI.so.10(0x6526bc9a4fd0, 0x6526bc9a4ff0, 0x6526bc9a4fd0, 0x6526bc9a4ff0 <unfinished ...>
4064738 LocaleCompare@libMagickCore-7.Q16HDRI.so.10(0x6526bc9a4fd0, 0x6526bc9a4ff0, 0x6526bc9a4ff0, 0x6526bc9a4ff0 <unfinished ...>
4064738 tolower@libc.so.6('A')                                                                                        = 'a'
4064738 tolower@libc.so.6('G')                                                                                        = 'g'
4064738 tolower@libc.so.6('A')                                                                                        = 'a'
4064738 tolower@libc.so.6('G')                                                                                        = 'g'
4064738 <... LocaleCompare resumed> )                                                                                 = 0xfffffffa
4064738 <... CompareSplayTreeString resumed> )                                                                        = 0xfffffffa
4064738 CompareSplayTreeString@libMagickCore-7.Q16HDRI.so.10(0x6526bc9a4fd0, 0x6526bc9a4ff0, 0x6526bc9a4fd0, 0x6526bc9a4ff0 <unfinished ...>
4064738 LocaleCompare@libMagickCore-7.Q16HDRI.so.10(0x6526bc9a4fd0, 0x6526bc9a4ff0, 0x6526bc9a4ff0, 0x6526bc9a4ff0 <unfinished ...>
4064738 tolower@libc.so.6('A')                                                                                        = 'a'
4064738 tolower@libc.so.6('G')                                                                                        = 'g'
4064738 tolower@libc.so.6('A')                                                                                        = 'a'
4064738 tolower@libc.so.6('G')                                                                                        = 'g'
4064738 <... LocaleCompare resumed> )                                                                                 = 0xfffffffa
4064738 <... CompareSplayTreeString resumed> )                                                                        = 0xfffffffa
4064738 AcquireMagickMemory@libMagickCore-7.Q16HDRI.so.10(32, 0x6526bc9a4ff0, 0x78e67001a02c, 0x6526bc9a4ff0 <unfinished ...>
4064738 malloc@libc.so.6(32)                                                                                          = 0x6526bc9a51c0
4064738 <... AcquireMagickMemory resumed> )                                                                           = 0x6526bc9a51c0
4064738 UnlockSemaphoreInfo@libMagickCore-7.Q16HDRI.so.10(0x6526bc9b7900, 0x78e67da03b60, 2, 32 <unfinished ...>
4064738 omp_unset_lock@libgomp.so.1(0x6526bc9b7900, 0x78e67da03b60, 0xabacadab, 32)                                   = 1
4064738 <... UnlockSemaphoreInfo resumed> )                                                                           = 1
4064738 <... AddValueToSplayTree resumed> )                                                                           = 1
4064738 AcquireMagickMemory@libMagickCore-7.Q16HDRI.so.10(40, 0x78e67da03b60, 32, 32 <unfinished ...>
4064738 malloc@libc.so.6(40)                                                                                          = 0x6526bc9ada30
4064738 <... AcquireMagickMemory resumed> )                                                                           = 0x6526bc9ada30
4064738 ConstantString@libMagickCore-7.Q16HDRI.so.10(0x78e67e88b8e6, 0, 0x78e67e88b8e2, 0xabacadab <unfinished ...>
4064738 AcquireQuantumMemory@libMagickCore-7.Q16HDRI.so.10(5, 1, 0x78e67e88b8e6, 0xabacadab <unfinished ...>
4064738 GetMaxMemoryRequest@libMagickCore-7.Q16HDRI.so.10(5, 1, 5, 1)                                                 = 0x7fffffffffffffff
4064738 AcquireMagickMemory@libMagickCore-7.Q16HDRI.so.10(5, 1, 0x7fffffffffffffff, 0x7fffffffffffffff <unfinished ...>
4064738 malloc@libc.so.6(5)                                                                                           = 0x6526bc9a4e30
4064738 <... AcquireMagickMemory resumed> )                                                                           = 0x6526bc9a4e30
4064738 <... AcquireQuantumMemory resumed> )                                                                          = 0x6526bc9a4e30
4064738 <... ConstantString resumed> )                                                                                = 0x6526bc9a4e30
4064738 AddValueToSplayTree@libMagickCore-7.Q16HDRI.so.10(0x6526bc9b7850, 0x6526bc9a4e30, 0x6526bc9ada30, 0x6526bc9a4e30 <unfinished ...>
4064738 LockSemaphoreInfo@libMagickCore-7.Q16HDRI.so.10(0x6526bc9b7900, 0x6526bc9a4e30, 0x6526bc9ada30, 0x6526bc9a4e30 <unfinished ...>
4064738 omp_set_lock@libgomp.so.1(0x6526bc9b7900, 0x6526bc9a4e30, 0xabacadab, 0x6526bc9a4e30)                         = 0
4064738 <... LockSemaphoreInfo resumed> )                                                                             = 0
4064738 CompareSplayTreeString@libMagickCore-7.Q16HDRI.so.10(0x6526bc9a4ff0, 0x6526bc9a4e30, 0x6526bc9a4ff0, 0x6526bc9a4e30 <unfinished ...>
4064738 LocaleCompare@libMagickCore-7.Q16HDRI.so.10(0x6526bc9a4ff0, 0x6526bc9a4e30, 0x6526bc9a4e30, 0x6526bc9a4e30 <unfinished ...>
4064738 tolower@libc.so.6('A')                                                                                        = 'a'
4064738 tolower@libc.so.6('O')                                                                                        = 'o'
4064738 tolower@libc.so.6('A')                                                                                        = 'a'
4064738 tolower@libc.so.6('O')                                                                                        = 'o'
4064738 <... LocaleCompare resumed> )                                                                                 = 0xfffffff2
4064738 <... CompareSplayTreeString resumed> )                                                                        = 0xfffffff2
4064738 CompareSplayTreeString@libMagickCore-7.Q16HDRI.so.10(0x6526bc9a4ff0, 0x6526bc9a4e30, 0x6526bc9a4ff0, 0x6526bc9a4e30 <unfinished ...>
4064738 LocaleCompare@libMagickCore-7.Q16HDRI.so.10(0x6526bc9a4ff0, 0x6526bc9a4e30, 0x6526bc9a4e30, 0x6526bc9a4e30 <unfinished ...>
4064738 tolower@libc.so.6('A')                                                                                        = 'a'
4064738 tolower@libc.so.6('O')                                                                                        = 'o'
4064738 tolower@libc.so.6('A')                                                                                        = 'a'
4064738 tolower@libc.so.6('O')                                                                                        = 'o'
4064738 <... LocaleCompare resumed> )                                                                                 = 0xfffffff2
4064738 <... CompareSplayTreeString resumed> )                                                                        = 0xfffffff2
4064738 AcquireMagickMemory@libMagickCore-7.Q16HDRI.so.10(32, 0x6526bc9a4e30, 0x78e67001a02c, 0x6526bc9a4e30 <unfinished ...>
4064738 malloc@libc.so.6(32)                                                                                          = 0x6526bc9adb30
4064738 <... AcquireMagickMemory resumed> )                                                                           = 0x6526bc9adb30
4064738 UnlockSemaphoreInfo@libMagickCore-7.Q16HDRI.so.10(0x6526bc9b7900, 0x78e67da03b60, 3, 32 <unfinished ...>
4064738 omp_unset_lock@libgomp.so.1(0x6526bc9b7900, 0x78e67da03b60, 0xabacadab, 32)                                   = 1
4064738 <... UnlockSemaphoreInfo resumed> )                                                                           = 1
4064738 <... AddValueToSplayTree resumed> )                                                                           = 1
4064738 AcquireMagickMemory@libMagickCore-7.Q16HDRI.so.10(40, 0x78e67da03b60, 48, 32 <unfinished ...>
4064738 malloc@libc.so.6(40)                                                                                          = 0x6526bc9b76b0
4064738 <... AcquireMagickMemory resumed> )                                                                           = 0x6526bc9b76b0
4064738 ConstantString@libMagickCore-7.Q16HDRI.so.10(0x78e67e88b8eb, 0, 0x78e67e88b8f0, 0xabacadab <unfinished ...>
4064738 AcquireQuantumMemory@libMagickCore-7.Q16HDRI.so.10(5, 1, 0x78e67e88b8eb, 0xabacadab <unfinished ...>
4064738 GetMaxMemoryRequest@libMagickCore-7.Q16HDRI.so.10(5, 1, 5, 1)                                                 = 0x7fffffffffffffff
4064738 AcquireMagickMemory@libMagickCore-7.Q16HDRI.so.10(5, 1, 0x7fffffffffffffff, 0x7fffffffffffffff <unfinished ...>
4064738 malloc@libc.so.6(5)                                                                                           = 0x6526bc9a4db0
4064738 <... AcquireMagickMemory resumed> )                                                                           = 0x6526bc9a4db0
4064738 <... AcquireQuantumMemory resumed> )                                                                          = 0x6526bc9a4db0
4064738 <... ConstantString resumed> )                                                                                = 0x6526bc9a4db0
4064738 AddValueToSplayTree@libMagickCore-7.Q16HDRI.so.10(0x6526bc9b7850, 0x6526bc9a4db0, 0x6526bc9b76b0, 0x6526bc9a4db0 <unfinished ...>
4064738 LockSemaphoreInfo@libMagickCore-7.Q16HDRI.so.10(0x6526bc9b7900, 0x6526bc9a4db0, 0x6526bc9b76b0, 0x6526bc9a4db0 <unfinished ...>
4064738 omp_set_lock@libgomp.so.1(0x6526bc9b7900, 0x6526bc9a4db0, 0xabacadab, 0x6526bc9a4db0)                         = 0
4064738 <... LockSemaphoreInfo resumed> )                                                                             = 0
4064738 CompareSplayTreeString@libMagickCore-7.Q16HDRI.so.10(0x6526bc9a4e30, 0x6526bc9a4db0, 0x6526bc9a4e30, 0x6526bc9a4db0 <unfinished ...>
4064738 LocaleCompare@libMagickCore-7.Q16HDRI.so.10(0x6526bc9a4e30, 0x6526bc9a4db0, 0x6526bc9a4db0, 0x6526bc9a4db0 <unfinished ...>
4064738 tolower@libc.so.6('G')                                                                                        = 'g'
4064738 tolower@libc.so.6('M')                                                                                        = 'm'
4064738 tolower@libc.so.6('G')                                                                                        = 'g'
4064738 tolower@libc.so.6('M')                                                                                        = 'm'
4064738 <... LocaleCompare resumed> )                                                                                 = 0xfffffffa
4064738 <... CompareSplayTreeString resumed> )                                                                        = 0xfffffffa
4064738 CompareSplayTreeString@libMagickCore-7.Q16HDRI.so.10(0x6526bc9a4e30, 0x6526bc9a4db0, 0x6526bc9a4e30, 0x6526bc9a4db0 <unfinished ...>
4064738 LocaleCompare@libMagickCore-7.Q16HDRI.so.10(0x6526bc9a4e30, 0x6526bc9a4db0, 0x6526bc9a4db0, 0x6526bc9a4db0 <unfinished ...>
4064738 tolower@libc.so.6('G')                                                                                        = 'g'
4064738 tolower@libc.so.6('M')                                                                                        = 'm'
4064738 tolower@libc.so.6('G')                                                                                        = 'g'
4064738 tolower@libc.so.6('M')                                                                                        = 'm'
4064738 <... LocaleCompare resumed> )                                                                                 = 0xfffffffa
4064738 <... CompareSplayTreeString resumed> )                                                                        = 0xfffffffa
4064738 AcquireMagickMemory@libMagickCore-7.Q16HDRI.so.10(32, 0x6526bc9a4db0, 0x78e67001a02c, 0x6526bc9a4db0 <unfinished ...>
4064738 malloc@libc.so.6(32)                                                                                          = 0x6526bc9b77b0
4064738 <... AcquireMagickMemory resumed> )                                                                           = 0x6526bc9b77b0
4064738 UnlockSemaphoreInfo@libMagickCore-7.Q16HDRI.so.10(0x6526bc9b7900, 0x78e67da03b60, 4, 32 <unfinished ...>
4064738 omp_unset_lock@libgomp.so.1(0x6526bc9b7900, 0x78e67da03b60, 0xabacadab, 32)                                   = 1
4064738 <... UnlockSemaphoreInfo resumed> )                                                                           = 1
4064738 <... AddValueToSplayTree resumed> )                                                                           = 1
4064738 AcquireMagickMemory@libMagickCore-7.Q16HDRI.so.10(40, 0x78e67da03b60, 64, 32 <unfinished ...>
4064738 malloc@libc.so.6(40)                                                                                          = 0x6526bc9b78b0
4064738 <... AcquireMagickMemory resumed> )                                                                           = 0x6526bc9b78b0
4064738 ConstantString@libMagickCore-7.Q16HDRI.so.10(0x78e67e88b8f4, 0, 0x78e67e88b8f0, 0xabacadab <unfinished ...>
4064738 AcquireQuantumMemory@libMagickCore-7.Q16HDRI.so.10(5, 1, 0x78e67e88b8f4, 0xabacadab <unfinished ...>
4064738 GetMaxMemoryRequest@libMagickCore-7.Q16HDRI.so.10(5, 1, 5, 1)                                                 = 0x7fffffffffffffff
4064738 AcquireMagickMemory@libMagickCore-7.Q16HDRI.so.10(5, 1, 0x7fffffffffffffff, 0x7fffffffffffffff <unfinished ...>
4064738 malloc@libc.so.6(5)                                                                                           = 0x6526bc9adb60
4064738 <... AcquireMagickMemory resumed> )                                                                           = 0x6526bc9adb60
4064738 <... AcquireQuantumMemory resumed> )                                                                          = 0x6526bc9adb60
4064738 <... ConstantString resumed> )                                                                                = 0x6526bc9adb60
4064738 AddValueToSplayTree@libMagickCore-7.Q16HDRI.so.10(0x6526bc9b7850, 0x6526bc9adb60, 0x6526bc9b78b0, 0x6526bc9adb60 <unfinished ...>
4064738 LockSemaphoreInfo@libMagickCore-7.Q16HDRI.so.10(0x6526bc9b7900, 0x6526bc9adb60, 0x6526bc9b78b0, 0x6526bc9adb60 <unfinished ...>
4064738 omp_set_lock@libgomp.so.1(0x6526bc9b7900, 0x6526bc9adb60, 0xabacadab, 0x6526bc9adb60)                         = 0
4064738 <... LockSemaphoreInfo resumed> )                                                                             = 0
4064738 CompareSplayTreeString@libMagickCore-7.Q16HDRI.so.10(0x6526bc9a4db0, 0x6526bc9adb60, 0x6526bc9a4db0, 0x6526bc9adb60 <unfinished ...>
4064738 LocaleCompare@libMagickCore-7.Q16HDRI.so.10(0x6526bc9a4db0, 0x6526bc9adb60, 0x6526bc9adb60, 0x6526bc9adb60 <unfinished ...>
4064738 tolower@libc.so.6('2')                                                                                        = '2'
4064738 tolower@libc.so.6('3')                                                                                        = '3'
4064738 tolower@libc.so.6('2')                                                                                        = '2'
4064738 tolower@libc.so.6('3')                                                                                        = '3'
4064738 <... LocaleCompare resumed> )                                                                                 = 0xffffffff
4064738 <... CompareSplayTreeString resumed> )                                                                        = 0xffffffff
4064738 CompareSplayTreeString@libMagickCore-7.Q16HDRI.so.10(0x6526bc9a4db0, 0x6526bc9adb60, 0x6526bc9a4db0, 0x6526bc9adb60 <unfinished ...>
4064738 LocaleCompare@libMagickCore-7.Q16HDRI.so.10(0x6526bc9a4db0, 0x6526bc9adb60, 0x6526bc9adb60, 0x6526bc9adb60 <unfinished ...>
4064738 tolower@libc.so.6('2')                                                                                        = '2'
4064738 tolower@libc.so.6('3')                                                                                        = '3'
4064738 tolower@libc.so.6('2')                                                                                        = '2'
4064738 tolower@libc.so.6('3')                                                                                        = '3'
4064738 <... LocaleCompare resumed> )                                                                                 = 0xffffffff
4064738 <... CompareSplayTreeString resumed> )                                                                        = 0xffffffff
4064738 AcquireMagickMemory@libMagickCore-7.Q16HDRI.so.10(32, 0x6526bc9adb60, 0x78e67001a02c, 0x6526bc9adb60 <unfinished ...>
4064738 malloc@libc.so.6(32)                                                                                          = 0x6526bc9b7950
4064738 <... AcquireMagickMemory resumed> )                                                                           = 0x6526bc9b7950
4064738 UnlockSemaphoreInfo@libMagickCore-7.Q16HDRI.so.10(0x6526bc9b7900, 32, 5, 0x6526bc9b7970 <unfinished ...>
4064738 omp_unset_lock@libgomp.so.1(0x6526bc9b7900, 32, 0xabacadab, 0x6526bc9b7970)                                   = 1
4064738 <... UnlockSemaphoreInfo resumed> )                                                                           = 1
4064738 <... AddValueToSplayTree resumed> )                                                                           = 1
4064738 AcquireMagickMemory@libMagickCore-7.Q16HDRI.so.10(40, 32, 80, 0x6526bc9b7970 <unfinished ...>
4064738 malloc@libc.so.6(40)                                                                                          = 0x6526bc9b7980
4064738 <... AcquireMagickMemory resumed> )                                                                           = 0x6526bc9b7980
4064738 ConstantString@libMagickCore-7.Q16HDRI.so.10(0x78e67e88b8f9, 0, 0x78e67e88b8fd, 0xabacadab <unfinished ...>
4064738 AcquireQuantumMemory@libMagickCore-7.Q16HDRI.so.10(4, 1, 0x78e67e88b8f9, 0xabacadab <unfinished ...>
4064738 GetMaxMemoryRequest@libMagickCore-7.Q16HDRI.so.10(4, 1, 4, 1)                                                 = 0x7fffffffffffffff
4064738 AcquireMagickMemory@libMagickCore-7.Q16HDRI.so.10(4, 1, 0x7fffffffffffffff, 0x7fffffffffffffff <unfinished ...>
4064738 malloc@libc.so.6(4)                                                                                           = 0x6526bc9ada60
4064738 <... AcquireMagickMemory resumed> )                                                                           = 0x6526bc9ada60
4064738 <... AcquireQuantumMemory resumed> )                                                                          = 0x6526bc9ada60
4064738 <... ConstantString resumed> )                                                                                = 0x6526bc9ada60
4064738 AddValueToSplayTree@libMagickCore-7.Q16HDRI.so.10(0x6526bc9b7850, 0x6526bc9ada60, 0x6526bc9b7980, 0x6526bc9ada60 <unfinished ...>
4064738 LockSemaphoreInfo@libMagickCore-7.Q16HDRI.so.10(0x6526bc9b7900, 0x6526bc9ada60, 0x6526bc9b7980, 0x6526bc9ada60 <unfinished ...>
4064738 omp_set_lock@libgomp.so.1(0x6526bc9b7900, 0x6526bc9ada60, 0xabacadab, 0x6526bc9ada60)                         = 0
4064738 <... LockSemaphoreInfo resumed> )                                                                             = 0
4064738 CompareSplayTreeString@libMagickCore-7.Q16HDRI.so.10(0x6526bc9adb60, 0x6526bc9ada60, 0x6526bc9adb60, 0x6526bc9ada60 <unfinished ...>
4064738 LocaleCompare@libMagickCore-7.Q16HDRI.so.10(0x6526bc9adb60, 0x6526bc9ada60, 0x6526bc9ada60, 0x6526bc9ada60 <unfinished ...>
4064738 tolower@libc.so.6('M')                                                                                        = 'm'
4064738 tolower@libc.so.6('R')                                                                                        = 'r'
4064738 tolower@libc.so.6('M')                                                                                        = 'm'
4064738 tolower@libc.so.6('R')                                                                                        = 'r'
4064738 <... LocaleCompare resumed> )                                                                                 = 0xfffffffb
4064738 <... CompareSplayTreeString resumed> )                                                                        = 0xfffffffb
4064738 CompareSplayTreeString@libMagickCore-7.Q16HDRI.so.10(0x6526bc9adb60, 0x6526bc9ada60, 0x6526bc9adb60, 0x6526bc9ada60 <unfinished ...>
4064738 LocaleCompare@libMagickCore-7.Q16HDRI.so.10(0x6526bc9adb60, 0x6526bc9ada60, 0x6526bc9ada60, 0x6526bc9ada60 <unfinished ...>
4064738 tolower@libc.so.6('M')                                                                                        = 'm'
4064738 tolower@libc.so.6('R')                                                                                        = 'r'
4064738 tolower@libc.so.6('M')                                                                                        = 'm'
4064738 tolower@libc.so.6('R')                                                                                        = 'r'
4064738 <... LocaleCompare resumed> )                                                                                 = 0xfffffffb
4064738 <... CompareSplayTreeString resumed> )                                                                        = 0xfffffffb
4064738 AcquireMagickMemory@libMagickCore-7.Q16HDRI.so.10(32, 0x6526bc9ada60, 0x78e67001a02c, 0x6526bc9ada60 <unfinished ...>
4064738 malloc@libc.so.6(32)                                                                                          = 0x6526bc9b79b0
4064738 <... AcquireMagickMemory resumed> )                                                                           = 0x6526bc9b79b0
4064738 UnlockSemaphoreInfo@libMagickCore-7.Q16HDRI.so.10(0x6526bc9b7900, 32, 6, 0x6526bc9b79d0 <unfinished ...>
4064738 omp_unset_lock@libgomp.so.1(0x6526bc9b7900, 32, 0xabacadab, 0x6526bc9b79d0)                                   = 1
4064738 <... UnlockSemaphoreInfo resumed> )                                                                           = 1
4064738 <... AddValueToSplayTree resumed> )                                                                           = 1
4064738 AcquireMagickMemory@libMagickCore-7.Q16HDRI.so.10(40, 32, 96, 0x6526bc9b79d0 <unfinished ...>
4064738 malloc@libc.so.6(40)                                                                                          = 0x6526bc9b79e0
4064738 <... AcquireMagickMemory resumed> )                                                                           = 0x6526bc9b79e0
4064738 ConstantString@libMagickCore-7.Q16HDRI.so.10(0x78e67e88b905, 0, 0x78e67e88b8fd, 0xabacadab <unfinished ...>
4064738 AcquireQuantumMemory@libMagickCore-7.Q16HDRI.so.10(5, 1, 0x78e67e88b905, 0xabacadab <unfinished ...>
4064738 GetMaxMemoryRequest@libMagickCore-7.Q16HDRI.so.10(5, 1, 5, 1)                                                 = 0x7fffffffffffffff
4064738 AcquireMagickMemory@libMagickCore-7.Q16HDRI.so.10(5, 1, 0x7fffffffffffffff, 0x7fffffffffffffff <unfinished ...>
4064738 malloc@libc.so.6(5)                                                                                           = 0x6526bc9a51f0
4064738 <... AcquireMagickMemory resumed> )                                                                           = 0x6526bc9a51f0
4064738 <... AcquireQuantumMemory resumed> )                                                                          = 0x6526bc9a51f0
4064738 <... ConstantString resumed> )                                                                                = 0x6526bc9a51f0
4064738 AddValueToSplayTree@libMagickCore-7.Q16HDRI.so.10(0x6526bc9b7850, 0x6526bc9a51f0, 0x6526bc9b79e0, 0x6526bc9a51f0 <unfinished ...>
4064738 LockSemaphoreInfo@libMagickCore-7.Q16HDRI.so.10(0x6526bc9b7900, 0x6526bc9a51f0, 0x6526bc9b79e0, 0x6526bc9a51f0 <unfinished ...>
4064738 omp_set_lock@libgomp.so.1(0x6526bc9b7900, 0x6526bc9a51f0, 0xabacadab, 0x6526bc9a51f0)                         = 0
4064738 <... LockSemaphoreInfo resumed> )                                                                             = 0
4064738 CompareSplayTreeString@libMagickCore-7.Q16HDRI.so.10(0x6526bc9ada60, 0x6526bc9a51f0, 0x6526bc9ada60, 0x6526bc9a51f0 <unfinished ...>
4064738 LocaleCompare@libMagickCore-7.Q16HDRI.so.10(0x6526bc9ada60, 0x6526bc9a51f0, 0x6526bc9a51f0, 0x6526bc9a51f0 <unfinished ...>
4064738 tolower@libc.so.6('B')                                                                                        = 'b'
4064738 tolower@libc.so.6('U')                                                                                        = 'u'
4064738 tolower@libc.so.6('B')                                                                                        = 'b'
4064738 tolower@libc.so.6('U')                                                                                        = 'u'
4064738 <... LocaleCompare resumed> )                                                                                 = 0xffffffed
4064738 <... CompareSplayTreeString resumed> )                                                                        = 0xffffffed
